id,category,question,opt1,opt2,opt3,opt4,opt5,opt6,trait_axis
107,Dating & Romance,What is your definition of an ideal first date (Perspective B)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
108,Dating & Romance,What is your definition of an ideal first date (In High-Stress)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
109,Dating & Romance,What is your definition of an ideal first date (On Weekends)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
110,Dating & Romance,What is your definition of an ideal first date (With Strangers)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
111,Dating & Romance,What is your definition of an ideal first date (With Inner Circle)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
112,Dating & Romance,What is your definition of an ideal first date (Looking Back)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
113,Dating & Romance,What is your definition of an ideal first date (Looking Ahead)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
114,Dating & Romance,What is your definition of an ideal first date (Raw Instinct)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
115,Dating & Romance,What is your definition of an ideal first date (Calculated)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
116,Dating & Romance,What is your definition of an ideal first date (Deep Focus)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
117,Dating & Romance,What is your definition of an ideal first date (Late Night)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
118,Dating & Romance,What is your definition of an ideal first date (Social Vibe)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
119,Dating & Romance,What is your definition of an ideal first date (Solo Mode)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
120,Dating & Romance,What is your definition of an ideal first date (Real Talk)?,Casual coffee and a walk through town,A low-key late-night dinner,An activity like go-karting or bowling,Exploring a scenic overlook with music,Staying in to cook and watch a movie,An upscale restaurant date,Romance
121,Dating & Romance,How do you express affection most naturally (Perspective A)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
122,Dating & Romance,How do you express affection most naturally (Perspective B)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
123,Dating & Romance,How do you express affection most naturally (In High-Stress)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
124,Dating & Romance,How do you express affection most naturally (On Weekends)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
125,Dating & Romance,How do you express affection most naturally (With Strangers)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
126,Dating & Romance,How do you express affection most naturally (With Inner Circle)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
127,Dating & Romance,How do you express affection most naturally (Looking Back)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
128,Dating & Romance,How do you express affection most naturally (Looking Ahead)?,Physical touch and lingering hugs,Remembering specific little details and preferences,Giving unexpected thoughtful gifts,Acts of service like cooking or helping out,Quality one-on-one uninterrupted time,Hyping them up with genuine words of validation,Romance
