code,mode,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,archetype_title
1382,similarity,0,4,0,5,2,2,2,3,4,3,The Focused Builder
1383,similarity,4,4,4,4,5,3,3,2,0,0,The Pure Creator
1384,similarity,0,3,4,2,5,4,2,1,3,0,The Spontaneous Socialite
1385,similarity,4,3,5,1,3,4,3,0,5,2,The Quiet Observer
1386,similarity,2,2,3,0,0,5,5,3,2,5,The Aesthetic Rover
1387,similarity,4,2,4,4,4,0,4,2,0,1,The Grounded Loyalist
1388,similarity,2,1,4,3,3,2,5,2,1,3,The Midnight Coder
1389,similarity,0,1,2,1,1,1,0,1,5,0,The Quiet Observer
1390,similarity,4,5,3,0,5,2,5,0,1,2,The Focused Builder
1391,similarity,0,0,1,5,2,4,0,5,4,4,The Grounded Loyalist
1392,similarity,4,4,2,3,0,5,1,4,0,1,The Spontaneous Socialite
1393,similarity,2,5,2,2,5,4,2,4,3,1,The Calm Strategist
1394,similarity,4,3,0,1,3,5,1,1,5,3,The Digital Nomad
1395,similarity,2,2,1,5,0,1,2,0,3,5,The Free Spirit
1396,similarity,0,2,5,4,4,2,3,5,0,2,The Spontaneous Socialite
1397,similarity,4,1,0,2,4,3,3,4,2,4,The Quiet Observer
1398,similarity,0,1,0,1,1,3,4,3,5,0,The Digital Nomad
1399,similarity,4,0,4,0,5,4,5,3,1,3,The Grounded Loyalist
1400,similarity,2,0,5,4,2,5,4,2,4,5,The Midnight Coder
1401,similarity,4,5,3,3,2,1,5,1,0,1,The Direct Idealist
1402,similarity,2,5,3,1,0,0,0,4,4,2,The Minimalist Architect
1403,similarity,0,3,4,0,3,1,1,3,5,4,The Grounded Loyalist
1404,similarity,4,4,2,5,1,3,0,2,3,0,The Spontaneous Socialite
1405,similarity,0,2,3,3,4,4,1,2,0,3,The Direct Idealist
1406,similarity,4,3,3,2,4,5,2,1,2,5,The Digital Nomad
1407,similarity,2,1,1,3,2,4,1,0,5,1,The Free Spirit
1408,similarity,4,2,2,1,5,0,3,5,1,4,The Aesthetic Rover
1409,similarity,2,0,0,0,3,1,4,4,5,0,The Pure Creator
1410,similarity,0,1,1,4,2,2,3,2,0,0,The Digital Nomad
1411,similarity,2,5,1,3,0,2,4,1,4,2,The Quiet Observer
1412,similarity,0,4,5,2,4,3,5,0,1,5,The Aesthetic Rover
1413,similarity,4,4,0,0,1,4,0,5,3,1,The Direct Idealist
1414,similarity,2,3,4,5,1,0,5,4,0,3,The Minimalist Architect
1415,similarity,4,3,4,4,4,5,0,3,2,0,The Calm Strategist
1416,similarity,2,1,5,2,2,0,1,3,0,2,The Focused Builder
1417,similarity,0,2,3,1,5,2,0,2,1,4,The Direct Idealist
1418,similarity,2,0,4,5,5,3,1,5,5,1,The Spontaneous Socialite
1419,similarity,0,1,4,4,3,4,3,4,0,1,The Calm Strategist
1420,similarity,4,5,2,3,0,4,2,3,4,3,The Aesthetic Rover
1421,similarity,2,0,3,1,4,5,3,3,1,0,The Pure Creator
1422,similarity,4,4,1,0,1,0,4,2,3,2,The Midnight Coder
1423,similarity,2,5,2,5,1,1,5,1,1,4,The Quiet Observer
1424,similarity,0,3,2,3,5,1,4,0,2,1,The Aesthetic Rover
1425,similarity,2,4,0,2,2,2,5,5,0,3,The Grounded Loyalist
1426,similarity,0,2,1,0,0,3,0,2,1,5,The Midnight Coder
1427,similarity,4,3,5,5,5,5,5,2,5,1,The Calm Strategist
1428,similarity,2,1,0,4,3,0,0,1,2,2,The Focused Builder
1429,similarity,4,5,0,2,1,5,2,0,4,4,The Free Spirit
1430,similarity,2,0,4,1,4,1,1,5,2,0,The Spontaneous Socialite
1431,similarity,0,4,5,5,4,2,2,4,3,3,The Calm Strategist
1432,similarity,2,5,5,0,1,3,3,3,1,5,The Digital Nomad
1433,similarity,5,3,3,5,5,3,4,3,2,1,The Midnight Coder
1434,similarity,3,4,4,3,2,4,3,0,0,4,The Quiet Observer
1435,similarity,5,2,2,2,2,5,4,5,2,0,The Minimalist Architect
1436,similarity,3,3,3,1,0,0,5,4,5,2,The Grounded Loyalist
1437,similarity,1,1,3,5,3,2,4,3,3,3,The Midnight Coder
1438,similarity,5,2,1,4,1,1,5,3,4,5,The Calm Strategist
1439,similarity,1,0,2,2,4,2,0,2,2,1,The Minimalist Architect
1440,similarity,5,0,0,1,4,4,0,1,3,3,The Free Spirit
1441,similarity,3,5,1,0,2,5,1,4,1,0,The Spontaneous Socialite
1442,similarity,5,5,1,4,5,4,2,3,3,2,The Pure Creator
1443,similarity,3,4,5,3,3,0,3,2,0,4,The Digital Nomad
1444,similarity,1,2,0,2,2,1,2,2,2,1,The Free Spirit
1445,similarity,5,3,4,0,0,2,3,1,5,1,The Midnight Coder
1446,similarity,1,1,4,5,4,2,4,0,3,3,The Pure Creator
1447,similarity,5,2,5,3,1,3,3,5,4,0,The Minimalist Architect
1448,similarity,3,0,3,2,1,4,4,4,2,2,The Grounded Loyalist
1449,similarity,5,1,4,1,4,0,5,2,4,4,The Focused Builder
1450,similarity,3,5,4,5,2,1,4,1,1,1,The Direct Idealist
1451,similarity,1,0,2,4,0,0,0,0,3,3,The Minimalist Architect
1452,similarity,5,4,3,3,3,1,1,5,0,5,The Free Spirit
1453,similarity,1,4,1,1,3,3,2,4,4,2,The Focused Builder
1454,similarity,5,3,2,0,0,4,1,3,5,2,The Pure Creator
1455,similarity,3,3,2,4,4,3,2,3,3,4,The Digital Nomad
1456,similarity,5,2,0,3,1,5,3,2,5,0,The Quiet Observer
1457,similarity,3,2,1,2,1,0,2,5,2,3,The Aesthetic Rover
1458,similarity,1,1,5,2,5,1,3,4,4,5,The Pure Creator
1459,similarity,3,1,5,1,2,3,4,3,1,1,The Midnight Coder
1460,similarity,1,0,0,5,0,2,3,2,3,4,The Quiet Observer
1461,similarity,5,4,4,4,5,3,4,2,0,0,The Focused Builder
1462,similarity,3,5,5,3,3,5,0,1,4,2,The Direct Idealist
1463,similarity,5,3,5,1,1,0,1,0,0,3,The Spontaneous Socialite
1464,similarity,3,4,3,0,4,5,0,5,3,5,The Calm Strategist
1465,similarity,1,2,4,5,4,0,1,2,5,1,The Focused Builder
1466,similarity,3,2,2,3,1,2,2,2,2,4,The Free Spirit
1467,similarity,1,1,3,2,5,3,1,1,4,0,The Spontaneous Socialite
1468,similarity,5,1,3,0,3,2,2,0,1,2,The Quiet Observer
1469,similarity,3,0,1,5,0,4,3,5,5,5,The Aesthetic Rover
1470,similarity,5,0,2,4,0,5,2,4,1,1,The Grounded Loyalist
1471,similarity,3,5,0,2,3,0,3,3,4,3,The Midnight Coder
1472,similarity,1,5,1,1,1,2,4,3,0,3,The Quiet Observer
1473,similarity,3,4,1,0,4,1,4,0,3,0,The Minimalist Architect
1474,similarity,1,4,5,4,4,2,5,5,5,2,The Grounded Loyalist
1475,similarity,5,3,0,3,2,4,0,4,2,4,The Spontaneous Socialite
1476,similarity,3,3,4,1,5,5,1,3,4,1,The Calm Strategist
1477,similarity,5,2,4,0,3,4,0,3,2,3,The Digital Nomad
1478,similarity,3,0,5,5,2,0,1,2,5,5,The Free Spirit
1479,similarity,1,0,3,3,0,1,2,1,1,2,The Spontaneous Socialite
1480,similarity,3,5,4,2,4,2,1,0,4,4,The Pure Creator
1481,similarity,1,5,4,1,1,3,2,3,0,4,The Digital Nomad
1482,similarity,5,4,2,5,1,3,3,2,4,1,The Grounded Loyalist
1483,similarity,1,4,3,0,4,4,3,2,5,3,The Aesthetic Rover
1484,similarity,5,3,1,4,2,5,4,1,3,5,The Direct Idealist
1485,similarity,3,3,2,3,0,1,5,0,4,2,The Minimalist Architect
1486,similarity,1,2,2,2,3,0,0,5,2,4,The Grounded Loyalist
1487,similarity,3,2,0,0,3,1,5,4,5,0,The Focused Builder
1488,similarity,1,1,1,5,0,3,0,3,1,2,The Direct Idealist
1489,similarity,5,1,5,3,4,4,1,1,5,3,The Digital Nomad
1490,similarity,1,0,5,2,2,3,0,0,0,5,The Calm Strategist
1491,similarity,5,0,0,1,1,5,1,5,4,1,The Aesthetic Rover
1492,similarity,3,4,4,5,5,0,2,4,5,4,The Pure Creator
1493,similarity,1,3,5,4,2,1,1,3,3,0,The Digital Nomad
1494,similarity,3,3,5,3,0,2,3,3,0,2,The Quiet Observer
1495,similarity,1,2,3,1,5,2,4,2,2,5,The Aesthetic Rover
1496,similarity,5,2,4,0,3,3,5,5,0,1,The Direct Idealist
1497,similarity,1,1,2,4,1,4,4,4,1,3,The Midnight Coder
1498,similarity,5,1,3,3,4,0,5,3,5,4,The Calm Strategist
1499,similarity,3,0,3,2,2,5,0,2,0,0,The Focused Builder
1500,similarity,1,0,1,0,1,0,5,2,4,2,The Direct Idealist
1501,similarity,3,5,2,5,5,2,0,1,5,5,The Spontaneous Socialite
1502,similarity,1,5,0,4,3,3,1,0,3,1,The Calm Strategist
1503,similarity,5,4,0,2,0,4,0,5,1,3,The Aesthetic Rover
1504,similarity,1,4,1,1,0,4,1,2,2,5,The Free Spirit
1505,similarity,5,2,5,5,3,5,3,2,0,2,The Midnight Coder
1506,similarity,3,3,0,4,1,0,4,1,1,4,The Quiet Observer
1507,similarity,5,1,0,3,5,2,3,0,5,4,The Minimalist Architect
1508,similarity,3,2,4,3,4,1,4,5,0,1,The Grounded Loyalist
1509,similarity,1,0,5,2,2,2,5,4,4,3,The Midnight Coder
1510,similarity,5,5,3,1,5,3,4,3,2,5,The Calm Strategist
1511,similarity,1,5,4,5,3,5,5,3,3,2,The Minimalist Architect
1512,similarity,5,4,4,4,2,4,0,0,1,4,The Free Spirit
1513,similarity,3,4,2,2,0,5,5,5,2,0,The Spontaneous Socialite
1514,similarity,5,3,3,1,4,1,0,4,0,3,The Pure Creator
1515,similarity,3,3,1,0,1,2,1,3,1,5,The Digital Nomad
1516,similarity,1,2,2,4,5,3,3,3,5,5,The Free Spirit
1517,similarity,5,2,2,3,4,3,2,2,1,2,The Midnight Coder
1518,similarity,1,0,0,1,2,4,3,1,4,4,The Pure Creator
1519,similarity,5,1,1,0,0,5,4,0,2,0,The Minimalist Architect
1520,similarity,3,5,5,5,3,1,3,3,3,2,The Grounded Loyalist
1521,similarity,5,0,5,3,3,0,4,2,1,5,The Focused Builder
1522,similarity,3,4,0,2,0,1,5,2,3,1,The Direct Idealist
1523,similarity,1,5,4,1,4,2,4,1,0,3,The Minimalist Architect
1524,similarity,5,3,5,5,2,4,5,0,2,0,The Free Spirit
1525,similarity,1,4,5,4,1,5,0,5,5,0,The Focused Builder
1526,similarity,5,2,3,2,5,4,1,4,1,2,The Pure Creator
1527,similarity,3,1,4,1,2,0,1,3,4,5,The Digital Nomad
1528,similarity,5,1,2,0,0,1,2,1,2,1,The Quiet Observer
1529,similarity,3,0,3,4,0,2,3,0,4,3,The Aesthetic Rover
1530,similarity,1,0,3,3,3,2,2,5,1,0,The Pure Creator
1531,similarity,3,4,1,2,1,3,3,4,3,2,The Midnight Coder
1532,similarity,1,5,2,0,4,4,4,3,0,4,The Quiet Observer
1533,similarity,5,3,0,5,2,0,3,3,2,5,The Focused Builder
1534,similarity,3,4,0,5,1,1,4,2,5,1,The Direct Idealist
1535,similarity,5,2,1,4,5,0,5,1,3,3,The Spontaneous Socialite
1536,similarity,3,3,5,3,3,2,0,4,5,5,The Calm Strategist
1537,similarity,1,1,0,1,0,3,5,3,2,2,The Focused Builder
1538,similarity,3,2,0,0,0,4,1,2,4,4,The Free Spirit
1539,similarity,1,0,4,5,3,3,2,2,1,0,The Spontaneous Socialite
1540,similarity,5,1,5,3,1,5,1,1,3,3,The Quiet Observer
1541,similarity,3,5,3,2,5,0,2,0,0,5,The Aesthetic Rover
1542,similarity,5,0,4,0,4,1,3,5,2,5,The Grounded Loyalist
1543,similarity,3,4,4,5,2,1,2,4,0,2,The Midnight Coder
1544,similarity,1,2,2,4,5,2,3,2,3,4,The Quiet Observer
1545,similarity,3,3,3,2,3,3,4,1,5,0,The Minimalist Architect
1546,similarity,1,1,1,1,1,5,5,0,2,3,The Grounded Loyalist
1547,similarity,4,2,2,5,0,0,4,5,4,5,The Calm Strategist
1548,similarity,2,0,2,4,4,5,0,4,1,1,The Focused Builder
1549,similarity,4,1,0,3,1,1,1,3,3,4,The Free Spirit
1550,similarity,2,5,1,1,5,2,0,3,1,0,The Spontaneous Socialite
1551,similarity,0,0,5,0,4,3,1,0,2,0,The Calm Strategist
1552,similarity,2,4,5,5,2,2,2,5,0,2,The Digital Nomad
1553,similarity,0,5,0,3,0,4,1,4,3,5,The Free Spirit
1554,similarity,4,3,4,2,3,5,2,3,5,1,The Midnight Coder
1555,similarity,0,4,5,0,3,0,3,2,2,3,The Pure Creator
1556,similarity,4,2,5,5,0,2,4,2,4,0,The Minimalist Architect
1557,similarity,2,2,3,4,4,1,3,1,2,2,The Grounded Loyalist
1558,similarity,0,1,4,2,2,2,4,0,3,4,The Midnight Coder
1559,similarity,2,5,2,3,1,4,0,3,1,1,The Direct Idealist
1560,similarity,0,0,3,2,5,5,5,2,4,1,The Minimalist Architect
1561,similarity,4,4,3,0,2,4,0,2,0,3,The Free Spirit
1562,similarity,0,5,1,5,0,0,1,1,3,0,The Focused Builder
1563,similarity,4,3,2,3,4,1,0,0,5,2,The Pure Creator
1564,similarity,2,4,0,2,3,2,1,5,3,4,The Digital Nomad
1565,similarity,0,2,0,1,1,2,2,4,4,1,The Free Spirit
1566,similarity,2,3,1,5,4,3,3,3,2,3,The Aesthetic Rover
1567,similarity,0,1,5,4,2,4,2,1,3,5,The Pure Creator
1568,similarity,4,2,0,3,2,5,3,0,1,5,The Minimalist Architect
1569,similarity,0,0,0,1,5,1,4,5,5,2,The Quiet Observer
1570,similarity,4,0,4,0,3,0,4,4,0,4,The Focused Builder
1571,similarity,2,5,5,4,0,1,5,3,4,0,The Direct Idealist
1572,similarity,0,5,3,3,0,3,0,3,5,3,The Minimalist Architect
1573,similarity,2,4,4,2,3,4,5,2,3,5,The Calm Strategist
1574,similarity,0,4,4,0,1,3,0,1,4,1,The Focused Builder
1575,similarity,4,3,2,5,5,5,1,4,2,4,The Pure Creator
1576,similarity,0,1,3,3,4,0,2,3,0,0,The Spontaneous Socialite
1577,similarity,4,2,1,2,2,1,1,2,1,0,The Quiet Observer
1578,similarity,2,0,1,1,5,3,2,2,5,3,The Aesthetic Rover
1579,similarity,4,1,2,5,3,2,3,1,0,5,The Grounded Loyalist
1580,similarity,2,5,0,4,1,3,2,0,4,1,The Midnight Coder
1581,similarity,0,0,1,3,0,4,4,5,5,4,The Quiet Observer
1582,similarity,4,4,1,1,4,0,5,4,3,0,The Focused Builder
1583,similarity,0,4,5,0,1,5,4,1,5,2,The Grounded Loyalist
1584,similarity,4,3,0,0,5,0,5,1,2,4,The Spontaneous Socialite
1585,similarity,2,3,4,5,5,2,0,0,0,1,The Calm Strategist
1586,similarity,4,2,5,4,2,3,5,5,1,1,The Digital Nomad
1587,similarity,2,2,5,2,0,2,0,4,5,3,The Free Spirit
1588,similarity,0,1,3,1,3,4,1,3,0,0,The Spontaneous Socialite
1589,similarity,4,1,4,0,3,5,2,3,4,2,The Quiet Observer
1590,similarity,0,0,2,4,0,0,1,2,0,4,The Digital Nomad
1591,similarity,4,0,3,3,4,2,2,5,3,1,The Grounded Loyalist
1592,similarity,2,5,3,1,2,1,4,4,5,3,The Midnight Coder
1593,similarity,4,3,1,0,5,2,3,3,2,5,The Direct Idealist
1594,similarity,2,3,2,5,5,4,4,2,0,2,The Minimalist Architect
1595,similarity,0,2,0,3,2,5,5,2,1,2,The Grounded Loyalist
1596,similarity,4,2,0,2,0,4,4,1,5,4,The Spontaneous Socialite
1597,similarity,0,1,1,0,4,5,5,0,1,0,The Direct Idealist
1598,similarity,4,1,5,5,3,1,0,5,4,3,The Digital Nomad
1599,similarity,2,0,0,4,1,2,1,2,0,5,The Free Spirit
1600,similarity,4,0,0,2,4,3,0,2,3,1,The Aesthetic Rover
1601,similarity,2,5,4,1,2,3,1,1,1,4,The Pure Creator
1602,similarity,0,5,5,0,2,4,3,0,2,0,The Digital Nomad
1603,similarity,2,4,3,4,5,5,2,5,0,2,The Quiet Observer
1604,similarity,0,4,4,3,3,1,3,4,2,3,The Aesthetic Rover
1605,similarity,4,3,4,1,0,0,4,3,5,5,The Direct Idealist
1606,similarity,2,3,2,0,0,1,3,1,1,1,The Minimalist Architect
1607,similarity,4,1,3,5,3,3,4,0,4,4,The Calm Strategist
1608,similarity,2,0,1,3,1,4,5,5,0,0,The Focused Builder
1609,similarity,0,0,1,2,5,5,0,4,4,2,The Direct Idealist
1610,similarity,2,5,2,3,2,4,5,3,1,5,The Spontaneous Socialite
1611,similarity,0,5,0,1,2,0,0,3,3,1,The Calm Strategist
1612,similarity,4,4,1,0,5,1,1,2,0,1,The Aesthetic Rover
1613,similarity,2,4,1,4,3,2,1,1,2,3,The Pure Creator
1614,similarity,4,3,5,3,1,2,2,4,5,0,The Midnight Coder
1615,similarity,2,3,0,2,0,3,3,3,1,2,The Quiet Observer
1616,similarity,0,2,4,0,4,4,2,2,5,4,The Aesthetic Rover
1617,similarity,2,2,5,5,1,0,3,2,2,1,The Grounded Loyalist
1618,similarity,0,1,5,4,5,5,4,1,4,3,The Midnight Coder
1619,similarity,4,1,3,2,5,0,5,0,1,5,The Calm Strategist
1620,similarity,2,5,4,1,2,2,4,5,3,2,The Focused Builder
1621,similarity,4,0,2,5,0,3,5,4,0,2,The Free Spirit
1622,similarity,2,4,3,4,3,4,0,1,2,4,The Spontaneous Socialite
1623,similarity,0,5,3,3,3,4,5,1,0,1,The Calm Strategist
1624,similarity,2,3,1,1,1,5,1,0,1,3,The Digital Nomad
1625,similarity,0,2,2,0,4,0,2,5,5,5,The Free Spirit
1626,similarity,4,2,0,4,2,1,1,4,2,2,The Midnight Coder
1627,similarity,0,1,0,3,5,1,2,3,4,4,The Pure Creator
1628,similarity,4,1,1,2,5,2,3,3,1,0,The Minimalist Architect
1629,similarity,2,0,5,0,2,3,4,2,3,2,The Grounded Loyalist
1630,similarity,0,0,0,5,0,5,3,5,1,3,The Midnight Coder
1631,similarity,2,5,0,4,4,0,4,4,2,5,The Direct Idealist
1632,similarity,0,5,4,2,3,5,5,3,0,1,The Minimalist Architect
1633,similarity,4,3,5,1,1,1,4,2,1,4,The Free Spirit
1634,similarity,0,4,3,5,4,2,5,2,5,0,The Focused Builder
1635,similarity,4,2,4,0,2,3,1,1,2,2,The Pure Creator
1636,similarity,2,3,4,5,2,3,0,0,4,5,The Digital Nomad
1637,similarity,0,1,2,3,5,4,1,5,2,1,The Free Spirit
1638,similarity,2,2,3,2,3,5,2,2,3,3,The Aesthetic Rover
1639,similarity,0,0,1,1,0,0,3,2,1,4,The Pure Creator
1640,similarity,4,1,1,5,4,0,2,1,2,0,The Minimalist Architect
1641,similarity,0,5,2,4,4,1,3,0,0,2,The Quiet Observer
1642,similarity,4,4,0,2,1,2,4,5,3,5,The Focused Builder
1643,similarity,2,4,1,1,5,4,3,4,5,1,The Direct Idealist
1644,similarity,0,3,1,0,2,5,4,3,3,3,The Minimalist Architect
1645,similarity,2,3,5,4,2,4,5,3,4,5,The Calm Strategist
1646,similarity,0,1,0,3,5,0,5,0,2,2,The Focused Builder
1647,similarity,4,2,4,2,3,1,0,5,3,4,The Pure Creator
1648,similarity,0,0,5,0,1,2,1,4,1,4,The Spontaneous Socialite
1649,similarity,4,1,5,5,0,2,2,3,3,1,The Quiet Observer
1650,similarity,2,5,3,3,4,3,1,2,0,3,The Aesthetic Rover
1651,similarity,4,0,4,2,1,4,2,2,4,5,The Grounded Loyalist
1652,similarity,2,4,2,1,5,0,3,1,5,2,The Midnight Coder
1653,similarity,0,5,2,5,5,1,2,0,3,4,The Quiet Observer
1654,similarity,4,3,3,4,2,0,3,3,4,0,The Focused Builder
1655,similarity,0,4,1,2,0,1,4,2,2,3,The Grounded Loyalist
1656,similarity,4,2,2,1,3,3,3,2,4,3,The Spontaneous Socialite
1657,similarity,2,3,0,0,1,4,5,1,1,5,The Calm Strategist
1658,similarity,4,1,0,4,1,3,0,0,5,2,The Digital Nomad
1659,similarity,2,5,1,3,4,5,1,5,0,4,The Free Spirit
1660,similarity,0,0,5,2,2,0,0,4,4,0,The Spontaneous Socialite
1661,similarity,3,4,0,2,5,1,1,1,5,2,The Aesthetic Rover
1662,similarity,5,5,0,1,5,1,2,1,3,5,The Grounded Loyalist
1663,similarity,3,3,4,5,3,2,1,0,5,1,The Midnight Coder
1664,similarity,1,4,5,4,0,3,2,5,2,3,The Quiet Observer
1665,similarity,3,2,3,3,4,5,3,4,4,4,The Minimalist Architect
1666,similarity,1,3,4,1,3,0,2,3,1,0,The Grounded Loyalist
1667,similarity,5,1,4,0,1,5,4,3,5,2,The Spontaneous Socialite
1668,similarity,3,2,2,5,4,0,5,2,0,5,The Calm Strategist
1669,similarity,5,0,3,3,2,2,0,5,4,1,The Digital Nomad
1670,similarity,3,1,1,2,2,3,5,4,0,3,The Free Spirit
1671,similarity,1,5,1,0,5,2,0,3,3,0,The Spontaneous Socialite
1672,similarity,3,5,2,5,3,4,1,2,5,2,The Pure Creator
1673,similarity,1,4,0,4,0,5,0,2,2,4,The Digital Nomad
1674,similarity,5,2,1,2,4,0,1,1,4,5,The Grounded Loyalist
1675,similarity,1,3,1,1,4,2,2,0,1,1,The Aesthetic Rover
1676,similarity,5,1,5,0,1,1,1,5,5,3,The Direct Idealist
1677,similarity,3,2,0,4,5,2,2,2,1,5,The Minimalist Architect
1678,similarity,1,0,4,3,2,4,4,1,4,2,The Grounded Loyalist
1679,similarity,3,1,5,1,2,5,5,1,0,4,The Focused Builder
1680,similarity,1,5,5,0,0,4,4,0,3,0,The Direct Idealist
1681,similarity,5,0,3,5,3,0,5,5,5,3,The Digital Nomad
1682,similarity,1,4,4,3,1,1,0,4,2,5,The Calm Strategist
1683,similarity,5,5,2,2,0,2,5,3,0,5,The Aesthetic Rover
1684,similarity,3,3,2,0,4,3,0,3,2,2,The Pure Creator
1685,similarity,1,3,3,5,1,3,1,0,5,4,The Digital Nomad
1686,similarity,3,2,1,0,5,4,0,5,1,0,The Quiet Observer
1687,similarity,1,2,2,4,3,5,1,4,4,3,The Aesthetic Rover
1688,similarity,5,1,2,3,2,1,2,3,0,5,The Direct Idealist
1689,similarity,1,1,0,2,0,0,4,2,3,1,The Midnight Coder
1690,similarity,5,0,1,0,3,1,3,2,5,4,The Calm Strategist
1691,similarity,3,4,5,5,1,3,4,1,3,0,The Focused Builder
1692,similarity,1,5,0,3,1,4,5,0,0,0,The Direct Idealist
1693,similarity,3,3,0,2,4,3,4,3,2,2,The Spontaneous Socialite
1694,similarity,1,4,4,1,2,5,5,2,5,5,The Calm Strategist
1695,similarity,5,2,5,5,5,0,0,2,1,1,The Aesthetic Rover
1696,similarity,1,3,3,4,5,1,5,1,5,3,The Free Spirit
1697,similarity,5,1,4,3,3,2,0,0,0,0,The Midnight Coder
1698,similarity,3,1,4,1,0,2,1,5,4,2,The Quiet Observer
1699,similarity,5,0,2,0,4,3,0,4,5,4,The Minimalist Architect
1700,similarity,3,0,3,4,3,4,2,3,3,5,The Grounded Loyalist
1701,similarity,1,5,1,3,1,0,3,1,0,1,The Midnight Coder
1702,similarity,5,5,1,2,5,5,4,0,2,3,The Calm Strategist
1703,similarity,1,4,2,0,2,0,3,5,0,0,The Minimalist Architect
1704,similarity,5,4,0,5,0,2,4,4,1,2,The Free Spirit
1705,similarity,3,3,1,4,5,3,5,3,5,4,The Spontaneous Socialite
1706,similarity,5,3,1,2,3,4,4,3,0,1,The Pure Creator
1707,similarity,3,2,5,1,0,4,5,2,4,3,The Digital Nomad
1708,similarity,1,0,0,5,4,5,0,1,1,5,The Free Spirit
1709,similarity,5,1,4,4,4,0,5,4,3,5,The Midnight Coder
1710,similarity,1,5,5,3,1,2,0,3,1,2,The Pure Creator
1711,similarity,5,5,5,3,5,1,2,2,2,4,The Minimalist Architect
1712,similarity,3,4,3,2,2,2,3,2,0,0,The Grounded Loyalist
1713,similarity,5,4,4,0,2,3,2,1,1,3,The Focused Builder
1714,similarity,3,3,2,5,0,5,3,0,5,5,The Direct Idealist
1715,similarity,1,3,2,4,3,4,4,5,0,1,The Minimalist Architect
1716,similarity,5,2,3,2,1,5,3,2,4,4,The Free Spirit
1717,similarity,1,2,1,1,0,1,4,1,2,0,The Focused Builder
1718,similarity,5,1,2,0,4,2,5,1,3,0,The Pure Creator
1719,similarity,3,1,2,4,2,3,4,0,1,3,The Digital Nomad
1720,similarity,5,0,0,3,5,3,5,5,2,5,The Quiet Observer
1721,similarity,3,0,1,1,3,4,1,4,0,1,The Aesthetic Rover
1722,similarity,1,5,5,0,2,5,2,3,1,4,The Pure Creator
1723,similarity,3,3,0,5,0,1,1,3,5,0,The Midnight Coder
1724,similarity,1,3,0,3,3,0,2,0,3,2,The Quiet Observer
1725,similarity,5,2,4,2,1,1,3,5,4,4,The Focused Builder
1726,similarity,3,2,5,1,1,2,2,4,2,1,The Direct Idealist
1727,similarity,5,1,3,5,4,4,3,3,3,1,The Spontaneous Socialite
1728,similarity,3,1,3,4,2,5,4,2,1,3,The Calm Strategist
1729,similarity,1,0,4,2,5,4,3,2,2,0,The Focused Builder
1730,similarity,3,0,2,1,5,0,4,1,0,2,The Free Spirit
1731,similarity,1,5,3,0,3,1,5,0,2,4,The Spontaneous Socialite
1732,similarity,5,5,1,4,0,2,1,3,5,1,The Quiet Observer
1733,similarity,3,4,1,3,4,2,0,2,3,3,The Aesthetic Rover
1734,similarity,5,4,2,2,3,3,1,2,4,5,The Grounded Loyalist
1735,similarity,3,3,0,0,1,4,2,1,2,0,The Midnight Coder
1736,similarity,1,3,1,5,5,0,1,0,4,2,The Quiet Observer
1737,similarity,3,1,1,5,2,5,2,5,1,4,The Minimalist Architect
1738,similarity,1,2,5,4,0,0,3,4,3,1,The Grounded Loyalist
1739,similarity,5,0,0,3,5,2,2,3,0,3,The Spontaneous Socialite
1740,similarity,3,5,4,1,3,3,3,1,2,5,The Calm Strategist
1741,similarity,5,5,5,0,1,4,4,0,5,1,The Digital Nomad
1742,similarity,3,4,5,4,4,3,5,5,3,4,The Free Spirit
1743,similarity,1,4,3,3,4,5,5,4,5,0,The Spontaneous Socialite
1744,similarity,3,3,4,2,1,0,0,3,2,0,The Pure Creator
1745,similarity,1,3,2,0,5,1,1,2,4,3,The Digital Nomad
1746,similarity,5,2,2,5,2,1,0,2,1,5,The Grounded Loyalist
1747,similarity,1,2,3,4,2,2,1,1,3,1,The Aesthetic Rover
1748,similarity,5,0,1,2,0,3,2,4,0,4,The Direct Idealist
1749,similarity,3,1,2,1,3,5,1,3,4,0,The Minimalist Architect
1750,similarity,1,5,2,5,1,0,2,2,0,2,The Grounded Loyalist
1751,similarity,3,0,0,4,4,5,3,2,3,5,The Focused Builder
1752,similarity,1,4,1,3,4,1,4,1,5,1,The Direct Idealist
1753,similarity,5,5,5,1,2,2,3,0,2,1,The Digital Nomad
1754,similarity,1,3,0,0,5,3,5,5,4,4,The Calm Strategist
1755,similarity,5,4,0,5,3,2,0,4,1,0,The Aesthetic Rover
1756,similarity,3,2,4,3,2,4,5,1,3,2,The Pure Creator
1757,similarity,1,1,5,2,0,5,0,1,1,4,The Digital Nomad
1758,similarity,3,1,3,0,4,0,1,0,4,1,The Quiet Observer
1759,similarity,1,0,3,5,1,0,0,5,0,3,The Aesthetic Rover
1760,similarity,5,0,4,4,1,1,1,4,3,5,The Direct Idealist
1761,similarity,1,4,2,2,4,2,2,3,5,2,The Midnight Coder
1762,similarity,5,5,3,3,2,4,3,3,2,2,The Calm Strategist
1763,similarity,3,3,3,2,5,5,2,2,4,4,The Focused Builder
1764,similarity,1,4,1,0,5,4,3,5,2,1,The Direct Idealist
